"OwnerId","Step__r.External_ID__c","Order__c","RecordType.Name","Adjudication_Status__c","Days_Supply__c","Duration_Unit__c","Duration__c","Excluded_Plans__c","Justification_Codes__c","Key_Type__c","Pharmanet_Code__c","Price_Percent__c","SA_Type__c"
"00G5W000000MXTsUAO","certo_50_Assign_to_Urgent_if_Phone","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","certo_50_RA_AS_PsA_Indefinite_Payload","1.0","Pharmanet Payload","","","Indefinite","","D;G;S;GE;P","4","RDP","9901-0126","100.0","B"
"0055W000000LTcsQAG","cetirizine  _200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0309","100.0","B"
"0055W000000LhdGQAS","cgrpatog_1_Initial_or_First_Renewal_6_Months_Approval","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0475","100.0","B"
"0055W000000LhdGQAS","cgrpatog_20_Second_or_Subsequent_Renewal_1_Year_Approval","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0475","100.0","B"
"0055W000000LhdGQAS","cgrpatog_200_Migraine_2nd_or_Subsequent_Renewal_1_Year","1.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S;GE","4","RDP","9901-0475","100.0","B"
"0055W000000LhdGQAS","cgrpatog_300_Other_or_None","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0475","100.0","B"
"0055W000000LhdGQAS","cgrpepti_100_Migraine_Initial_Request_6_Months","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0452","100.0","B"
"0055W000000LhdGQAS","cgrpepti_150_Migraine_First_Renewal_6_Months","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0452","","B"
"0055W000000LhdGQAS","cgrpepti_200_Migraine_2nd_or_Subsequent_Renewal_1_Year","1.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S;GE","4","RDP","9901-0452","100.0","B"
"0055W000000LhdGQAS","cgrpepti_300_Other_or_None","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0452","100.0","B"
"00G5W000000MXTxUAO","cgrpepti_50_Assign_to_Urgent_if_Phone","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","cgrpgalc_100_Migraine_Initial_Request_6_Months","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0424","100.0","R"
"0055W000000LhdGQAS","cgrpgalc_150_Migraine_First_Renewal_6_Months","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0424","100.0","B"
"0055W000000LhdGQAS","cgrpgalc_200_Migraine_2nd_or_Subsequent_Renewal_1_Year","1.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S;GE","4","RDP","9901-0424","100.0","B"
"0055W000000LhdGQAS","cgrpgalc_300_Other_or_None","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0424","100.0","B"
"00G5W000000MiSjUAK","cgrpgalc_50_Assign_to_Urgent_if_Phone","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","chlorambucil_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0214","100.0","B"
"00G5W000000MXTxUAO","chlorambucil_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","chloroquine_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0215","100.0","B"
"00G5W000000MXTxUAO","chloroquine_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","cinacalcet _200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S","4","RDP","9901-0273","100.0","B"
"0055W000000LTcsQAG","ciproophthcipr_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Days","14.0","D;G;MM;S","4","RDP","9901-0137","100.0","B"
"00G5W000000MXTxUAO","ciproophthcipr_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","cisapride_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0223","100.0","B"
"0055W000000LhdpQAC","cladribine_50_PharmaNet_payload_if_approved","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S","4","RDP","9901-0391","100.0","B"
"0055W000000LTcsQAG","clobazam_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;S","4","RDP","9901-0071","100.0","B"
"00G5W000000MXTxUAO","clobazam_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","codeine_100_Renewal","1.0","Adjudication","Approved","","","","","","","","",""
"00G5W000000MiSjUAK","codeine_150_Other_None_Diagnosis","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","codeine_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0035","100.0","B"
"00G5W000000MXTxUAO","codeine_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","codeine_75_Initial_Approval","1.0","Adjudication","Approved","","","","","","","","",""
"0055W000000LhdpQAC","compoundedMethadone10mgpermLOAT_1_Payload_for_initial_requests","1.0","Pharmanet Payload","","","Months","6.0","D;S;P","4","RDP","9901-0325","100.0","B"
"0055W000000LhdpQAC","compoundedMethadone10mgpermLOAT_2_Payload_for_1st_renewal","1.0","Pharmanet Payload","","","Years","1.0","D;S;P","4","RDP","9901-0325","100.0","B"
"0055W000000LhdpQAC","compoundedMethadone10mgpermLOAT_3_Payload_for_subsequent_renewal","1.0","Pharmanet Payload","","","Indefinite","","D;S;P","4","RDP","9901-0325","100.0","B"
"0055W000000LTcsQAG","copaxone_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0117","100.0","B"
"0055W000000LTcsQAG","COPDaclid_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0164","100.0","B"
"00G5W000000MXTxUAO","COPDaclid_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","COPDaclidform_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0342","100.0","B"
"00G5W000000MXTxUAO","COPDaclidform_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","COPDflutsalm_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0063","100.0","B"
"00G5W000000MXTxUAO","COPDflutsalm_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","COPDflutumecvila_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0340","100.0","B"
"00G5W000000MXTxUAO","COPDflutumecvila_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","COPDflutvila_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0063","100.0","B"
"00G5W000000MXTxUAO","COPDflutvila_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","COPDglyc_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0164","100.0","B"
"00G5W000000MXTxUAO","COPDglyc_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","COPDinda_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0229","100.0","B"
"00G5W000000MXTxUAO","COPDinda_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","COPDindaglyc_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0342","100.0","B"
"00G5W000000MXTxUAO","COPDindaglyc_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","COPDsalm_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0341","100.0","B"
"00G5W000000MXTxUAO","COPDsalm_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","COPDtiop_1_Autofax_as_Benefit","1.0","Case Update","","","","","","","","","",""
"0055W000000LhdGQAS","COPDtiop_1_Autofax_as_Benefit","2.0","Adjudication","Not Approved","","","","","","","","",""
"00G4W0000064KbkUAE","COPDtiop_1_Autofax_as_Benefit","3.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","COPDtiop_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0164","100.0","B"
"00G5W000000MXTxUAO","COPDtiop_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","COPDtiopolod_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0342","100.0","B"
"00G5W000000MXTxUAO","COPDtiopolod_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","COPDumecvila_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0342","100.0","B"
"00G5W000000MXTxUAO","COPDumecvila_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","cyclosporin_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0006","100.0","B"
"00G5W000000MXTxUAO","cyclosporin_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","cyclosporine_eyedrops_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0324","100.0","B"
"0055W000000LTcsQAG","cyproinj_200_Pharmanet_Payload_if_Approved","1.0","Pharmanet Payload","","","Indefinite","","D;S","4","DIN","704423","100.0","B"
"00G5W000000MXTxUAO","cyproinj_50_Assign_to_Urgent_if_Phone","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdVQAS","cyproinj_70_Exceptional_Payload","1.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","DIN","704423","100.0","B"
"0055W000000LTcsQAG","cyprooral_200_Pharmanet_Payload_if_Approved","1.0","Pharmanet Payload","","","Indefinite","","D;S","4","RDP","9901-0043","100.0","B"
"00G5W000000MXTxUAO","cyprooral_50_Assign_to_Urgent_if_Phone","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdVQAS","cyprooral_70_exceptional_payload","1.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0043","100.0","B"
"0055W000000LhdGQAS","cysteamineDrops_200_Pharmanet_Payload_if_Approved","1.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S;GE;P","4","RDP","9901-0402","100.0","B"
"0055W000000LhdGQAS","dalteparin_100_Tx_of_VTE_Bridging","2.0","Pharmanet Payload","","10.0","Days","5.0","D;G;MM;S","4","RDP","9901-0022","100.0","B"
"0055W000000LhdVQAS","dalteparin_13_Generate_10_day_payload_part_2","1.0","Pharmanet Payload","","10.0","Days","5.0","D;G;MM;S","4","RDP","9901-0022","100.0","B"
"0055W000000LhdGQAS","dalteparin_200_Failure_on_Oral_Anticoagulant_Therapy","2.0","Pharmanet Payload","","10.0","Months","3.0","D;G;MM;S","4","RDP","9901-0022","100.0","B"
"0055W000000LhdGQAS","dalteparin_300_Following_Total_Knee_Replacement","2.0","Pharmanet Payload","","14.0","Days","21.0","D;G;MM;S","4","RDP","9901-0022","100.0","B"
"0055W000000LhdGQAS","dalteparin_400_Following_Total_Hip_Replacement","2.0","Pharmanet Payload","","28.0","Months","3.0","D;G;MM;S","4","RDP","9901-0022","100.0","B"
"00G5W000000MiSjUAK","dalteparin_5_EForm_Additional_Comment_Test","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","dalteparin_500_Orthopedic_Surgery_for_Major_Trauma","2.0","Pharmanet Payload","","35.0","Days","21.0","D;G;MM;S","4","RDP","9901-0022","100.0","B"
"0055W000000LhdGQAS","dalteparin_600_Lupus_Ac_Antiphospholipid_syndrome_Thrombophilia","2.0","Pharmanet Payload","","","Months","3.0","D;G;MM;S","4","RDP","9901-0022","100.0","B"
"0055W000000LhdGQAS","dalteparin_700_Associated_with_Pregnancy","2.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S","4","RDP","9901-0022","100.0","B"
"0055W000000LTcsQAG","darifenacin_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0343","100.0","B"
"0055W000000LTcsQAG","deferprox_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0275","100.0","B"
"00G5W000000MXTxUAO","deferprox_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","defersirox_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0102","100.0","B"
"00G5W000000MXTxUAO","defersirox_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","deflazacort_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","DIN","66123999","100.0","B"
"0055W000000UCp2QAG","DEKAs_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","DIN","66127282","100.0","B"
"00G5W000000MXTxUAO","denobiosim60_10_Assign_to_Urgent_if_Phone","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","denobiosim60_200_Pharmanet_Payload_if_Approved","1.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0469","100.0","B"
"0055W000000LhdGQAS","denobiosim60_250_5_year_payload","1.0","Pharmanet Payload","","","Years","5.0","D;G;MM;S;GE","4","RDP","9901-0469","100.0","B"
"0055W000000LhdGQAS","denobiosim60_300_Other_None","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0469","100.0","B"
"0055W000000LTcsQAG","denosacla_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0195","100.0","B"
"00G5W000000MXTxUAO","denosacla_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","denosprol_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0173","100.0","B"
"0055W000000LhdVQAS","denosprol_250_5_year_payload","1.0","Pharmanet Payload","","","Years","5.0","D;G;MM;S","4","RDP","9901-0173","100.0","B"
"00G5W000000MXTxUAO","denosprol_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"00G5W000000MXTxUAO","denosprol_52_Denosumab_urgent_eForm_Words","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","deoxyribonuclease_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","DIN","2046733","100.0","B"
"0055W000000LTcsQAG","desmopressin_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0082","100.0","B"
"00G5W000000MXTxUAO","desmopressin_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","desvenlafaxine_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Years","1.0","D;S","4","RDP","9901-0226","100.0","B"
"0055W000000LhdGQAS","DexcomCGM_1_Approval_duration_initial","4.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0245","100.0","B"
"0055W000000LTcsQAG","DexcomCGM_1_Approval_duration_initial","1.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0376","100.0","B"
"0055W000000UCp2QAG","DexcomCGM_1_Approval_duration_initial","3.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0434","100.0","B"
"0055W000000LTcsQAG","DexcomCGM_1_Approval_duration_initial","2.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0377","100.0","B"
"0055W000000LTcsQAG","DexcomCGM_1_Approve_case_1_year","1.0","Adjudication","Approved","","","","","","","","",""
"0055W000000UCp2QAG","DexcomCGM_1000_Other_None_fax_request_Renewal_5_year_Payload","3.0","Pharmanet Payload","","100.0","Years","5.0","D;G;MM;S","4","RDP","9901-0434","","B"
"0055W000000LhdGQAS","DexcomCGM_1000_Other_None_fax_request_Renewal_5_year_Payload","2.0","Pharmanet Payload","","","Years","5.0","D;G;MM;S;GE","4","RDP","9901-0377","100.0","B"
"0055W000000LhdGQAS","DexcomCGM_1000_Other_None_fax_request_Renewal_5_year_Payload","1.0","Pharmanet Payload","","","Years","5.0","D;G;MM;S;GE","4","RDP","9901-0376","100.0","B"
"0055W000000LhdVQAS","DexcomCGM_15_Dexcom_emergency_other_payload","4.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0245","100.0","B"
"0055W000000UCp2QAG","DexcomCGM_15_Dexcom_emergency_other_payload","3.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0434","100.0","B"
"0055W000000LhdVQAS","DexcomCGM_15_Dexcom_emergency_other_payload","2.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0377","100.0","B"
"0055W000000LhdVQAS","DexcomCGM_15_Dexcom_emergency_other_payload","1.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0376","100.0","B"
"0055W000000LhdpQAC","DexcomCGM_150_Approve_1_year_initial_fax","1.0","Adjudication","Approved","","","","","","","","",""
"0055W000000LhdGQAS","DexcomCGM_2_1_year_approval_payload_AA","4.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0245","100.0","B"
"0055W000000LTcsQAG","DexcomCGM_2_1_year_approval_payload_AA","2.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0377","100.0","B"
"0055W000000UCp2QAG","DexcomCGM_2_1_year_approval_payload_AA","3.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0434","100.0","B"
"0055W000000LTcsQAG","DexcomCGM_2_1_year_approval_payload_AA","1.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0376","100.0","B"
"0055W000000LTcsQAG","DexcomCGM_2_Child_on_NSS_Payload","6.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0250","100.0","B"
"0055W000000LTcsQAG","DexcomCGM_3_Approval_duration_renewal","2.0","Pharmanet Payload","","","Years","5.0","D;G;MM;S","4","RDP","9901-0377","100.0","B"
"0055W000000UCp2QAG","DexcomCGM_3_Approval_duration_renewal","3.0","Pharmanet Payload","","","Years","5.0","D;G;MM;S","4","RDP","9901-0434","100.0","B"
"0055W000000LTcsQAG","DexcomCGM_3_Approval_duration_renewal","1.0","Pharmanet Payload","","","Years","5.0","D;G;MM;S","4","RDP","9901-0376","100.0","B"
"0055W000000UCp2QAG","DexcomCGM_300_1_year_approval_payload_HIBC_temporary_","3.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0434","100.0","B"
"0055W000000LhdpQAC","DexcomCGM_300_1_year_approval_payload_HIBC_temporary_","4.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0245","100.0","B"
"0055W000000LhdpQAC","DexcomCGM_300_1_year_approval_payload_HIBC_temporary_","2.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0377","100.0","B"
"0055W000000LhdpQAC","DexcomCGM_300_1_year_approval_payload_HIBC_temporary_","1.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0376","100.0","B"
"0055W000000LTcsQAG","DexcomCGM_4_Child_on_NSS_Payload_Renewal","1.0","Pharmanet Payload","","","Years","5.0","D;G;MM;S","4","RDP","9901-0250","100.0","B"
"0055W000000LTcsQAG","diaminopryridine_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Years","1.0","D;S","4","DIN","66128121","100.0","B"
"0055W000000LTcsQAG","diazoxide_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","DIN","66124858","100.0","B"
"0055W000000LTcsQAG","diclo_200_Pharmanet_Payload_if_Approved","200.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","0041-0050","100.0","R"
"0055W000000LTcsQAG","diclo_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","0041-0070","100.0","B"
"00G5W000000MXTxUAO","diclo_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","diclomiso_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","0041-0080","100.0","R"
"00G5W000000MXTxUAO","diclomiso_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","dienogest_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0210","100.0","B"
"00G5W000000MXTxUAO","dienogest_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","dimethylfumarate_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Months","15.0","D;G;MM;S","4","RDP","9901-0239","100.0","B"
"00G5W000000MXTxUAO","dimethylfumarate_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","divalproex_sprinkle_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","DIN","66123136","100.0","B"
"0055W000000LhdGQAS","DOACapix_100_Approve_for_DVT_PE","2.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0233","100.0","B"
"0055W000000LhdGQAS","DOACapix_100_Approve_for_DVT_PE","1.0","Adjudication","Approved","","","","","","","","",""
"0055W000000LhdVQAS","DOACapix_150_Afib_AA","1.0","Adjudication","Approved","","","","","","","","",""
"0055W000000LhdGQAS","DOACapix_250_AFib_Approval_Duration","1.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0233","100.0","B"
"0055W000000LhdGQAS","DOACapix_260_AFib_Eform_Duration","1.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0233","100.0","B"
"0055W000000LhdGQAS","DOACapix_270_DVT_PE_Eform_Duration","2.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0233","100.0","B"
"0055W000000LhdGQAS","DOACapix_270_DVT_PE_Eform_Duration","1.0","Adjudication","Approved","","","","","","","","",""
"0055W000000LhdGQAS","DOACapix_300_Other_Diagnosis","1.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0233","100.0","B"
"0055W000000LhdpQAC","DOACriva_1_Payload_if_DVT_PE","2.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0199","100.0","B"
"0055W000000LhdpQAC","DOACriva_1_Payload_if_DVT_PE","1.0","Adjudication","Approved","","","","","","","","",""
"0055W000000LhdGQAS","DOACriva_10_Autofax_as_benefit","1.0","Case Update","","","","","","","","","",""
"0055W000000LhdGQAS","DOACriva_10_Autofax_as_benefit","2.0","Adjudication","Currently Approved","","","","","","","","",""
"00G5W000000MiSkUAK","DOACriva_10_Autofax_as_benefit","3.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdVQAS","DOACriva_150_Afib_AA","1.0","Adjudication","Approved","","","","","","","","",""
"0055W000000LhdpQAC","DOACriva_200_Payload_if_AFib","1.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0199","100.0","B"
"0055W000000LhdpQAC","DOACriva_300_Payload_if_other","1.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0199","100.0","B"
"00G5W000000MXTxUAO","DOACriva_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","dorzolamide_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0191","100.0","B"
"00G5W000000MXTxUAO","dorzolamide_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","DPP4lina_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0073","100.0","B"
"00G5W000000MXTxUAO","DPP4lina_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"00G5W000000MXTxUAO","DPP4lina_52_Linagliptin_urgent_eForm_Words","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","DPP4saxa_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0073","100.0","B"
"00G5W000000MXTxUAO","DPP4saxa_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","dronedarone_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0145","100.0","B"
"00G5W000000MXTxUAO","dronedarone_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","duloxetine_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0185","100.0","B"
"0055W000000LhdGQAS","duloxetine_300_Exceptional_Coverage","1.0","Case Update","","","","","","","","","",""
"0055W000000LhdGQAS","duloxetine_300_Exceptional_Coverage","2.0","Pharmanet Payload","","","Indefinite","","D;S","4","RDP","9901-0185","100.0","R"
"00G5W000000MXTxUAO","duloxetine_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","duodopa_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0330","100.0","B"
