"OwnerId","Approval_Details__c","Auto_Adjudication_Requirements__c","Auto_Push_to_Pharmanet__c","Auto_Validate_Patient__c","Auto_Validate_Provider__c","Brand_Drug_Name__c","CDEC_Recommendation__c","Criteria_Website__c","DBC_R_R__c","Drug_Code__c","Drug_Review_Results__c","Form__c","Health_Canada_monograph__c","PharmaNet_RDP_code__c","Pharmacist_Notes__c","Practitioner_Exemptions__c","Special_Notes__c","Strength__c","Tech_Sheet__c","Name"
"00G5W000000MXTxUAO","","","false","false","false","Saphris","","","","asenapine","","tablet","","9901-0224","","","","5mg, 10mg","","asenapine"
"00G5W000000MiSjUAK","Exceptional coverage provided due to patient specific factors.","","false","true","true","Mepron and generics","","","","atovaquone","","oral liquid","https://pdf.hres.ca/dpd_pm/00035998.PDF","9901-0409","250 mg tablets not available","<p>Non-benefit DIN 2217422 </p>","<p>Up to date-PCP proph.</p><p>1.┬áTrimethoprim/sulfamethoxazole (cannot use in patients with anemia, thrombocytopenic neutropenia)</p><p>2.┬áDapsone--**skip dapsone if pt has blood dyscrasias or has g6pd deficiency -&gt; associated with myelosuppression + hemolytic anemia (cannot use in patients with thrombocytopenic neutropenia) **also cross-rxn risk if allergy to sulfa-jfs</p><p>3.┬áatovaquone</p>","750 mg / 5 mL","","atovaquone"
"00G5W000000MiSiUAK","","","false","false","false","Ridaura","","","","auranofin","","","","9901-0197","","","","3 mg","","auranofin"
"00G5W000000MXTpUAO","","","false","false","false","Avonex","","","","Avonex","","","","9901-0118","","Neurologists specializing in MS whose primary place of practice is in a designated MS clinic.","","30mcg IM","","interferon beta-1A"
"00G5W000000MiSjUAK","","","false","false","false","Cayston","","","","aztreonam","","","","9901-0207","","","","75mg/mL","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/aztreonam.pdf","aztreonam"
"00G5W000000MXTvUAO","","","false","false","false","Lioresal intrathecal and generics","","","","baclofen","","","","9901-0070","","","","0.05mg/mL, 2mg/mL","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/baclofen%20intrathecal.pdf","baclofen"
"00G5W000000MXTxUAO","Apixaban is a PharmaCare regular benefit as of Jan 5, 2023. Special Authority submission is NOT required. Thank you.","","true","true","true","Eliquis","","","","benefitapix","","tablet","","9901-0233","","","<p>Apixaban is a PharmaCare regular benefit as of Jan 5, 2023. Special Authority<br>submission is not required. Thank you.</p>","2.5mg, 5mg","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/apixaban%202.5%20mg%205%20mg%20DVT%20PE.pdf","apixaban"
"00G5W000000MXTvUAO","","","true","true","true","Forxiga","","","","benefitdapa","","tablet","","9901-0389","","","<p><strong style=""font-size: 16px;"">Dapagliflozin is a PharmaCare regular benefit as of Jan 5, 2023. Special Authority submission is not required.</strong></p><p><strong style=""font-size: 16px;"">Coverage subject to patient eligibility, and deductibles if applicable. Thank you.<span class=""ql-cursor"">∩╗┐</span></strong></p>","10mg","","dapagliflozin"
"00G5W000000MXTvUAO","This medication is an eligible benefit (Special Authority application is not needed for coverage). This medication is available in formulations that are regular Fair PharmaCare benefits (subject to patient eligibility, deductibles if applicable, and the Low Cost Alternative price). Thank you. Please note: For PharmaCare benefit information please visit: https://pharmacareformularysearch.gov.bc.ca","","false","false","false","Arava and generics","","","","benefitleflunomide","","tablet","","9901-0064","","","<p><strong>Leflunomide is a PharmaCare regular benefit as of April 2022. Special Authority submission is not required.</strong></p>

<p><strong>Coverage subject to patient eligibility, and deductibles if applicable. Thank you.</strong></p>","10 mg, 20mg","","leflunomide"
"00G5W000000MXTnUAO","","","false","false","false","Fasenra","","","","benralizumab","","","","9901-0333","","","","30mg","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/Benra%20mepo%20tech%20sheet.pdf","benralizumab"
"00G5W000000MXTxUAO","","","false","false","false","Tantum and generics","","","","benzydamine","","","","9901-0020","","Oncologists (medical or radiation)","","0.15% solution","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/benzydamine%20rinse.pdf","benzydamine"
"00G5W000000MiSjUAK","Exceptional coverage provided due to patient specific factors. 
For consideration of renewal, please provide details demonstrating benefit including:
1. number of transfusions (units of packed cells) now compared to pre-bevacizumab
2. possible reduction in iron infusions
3. reduction in bleeding episodes, if evident
4. improvement in hemoglobin
5. point at which this medication may be discontinued","","false","true","true","Mvasi","","","","bevacizumab","","vials for IV infusion","https://pdf.hres.ca/dpd_pm/00059685.PDF","9901-0410","","<p>Non-benefit</p>","<p>For further consideration of exceptional coverage for biosimilar bevacizumab please clarify:</p><p>- if patient has alternate coverage available (exceptional coverage not considered if alternate coverage available).</p><p>- details regarding current bleeding status (location, severity, current transfusion need)</p><p>- minimum benefit that would be expected from bevacizumab for continued treatment.┬áPlease clarify measures used (e.g. bleeding episodes, # of transfusions per month and Hb levels?), minimum improvement in these measures and current values for comparison.┬á┬á</p><p>- specific details of benefit seen on bevacizumab if tried</p><p>- details of expected long term treatment plan with bevacizumab; is ongoing treatment expected?┬áAt what point (other than intolerance) would tapering and discontinuation be considered?┬á</p><p>Thank you</p>","100mg vial DIN 2470756 & 400mg vial DIN 2470748","","bevacizumab (biosimilar)"
"00G5W000000MXTuUAO","","","false","false","false","Bimzelx","","","","bimekizumab","","","","9901-0420","","","","160 mg/mL","","bimekizumab"
"0055W000000LhdGQAS","","","false","false","false","","","","","biosimilarpatientlist","","","","999999","","","","","","biosimilar patient list request"
"00G5W000000MiSiUAK","Exceptional coverage provided due to patient-specific factors. If renewal is required, please provide details demonstrating benefit and tolerability.","","false","false","false","Biphentin","","","","biphentin","","capsules","https://pdf.hres.ca/dpd_pm/00062808.PDF","9901-0161","","","Formulations eligible for PharmaCare coverage are published on the ADHD form:┬á┬á<a href=""https://www2.gov.bc.ca/assets/gov/health/forms/5472fil.pdf"" target=""_blank"">https://www2.gov.bc.ca/assets/gov/health/forms/5472fil.pdf</a>","10, 15,20, 30, 40, 50 60, 80 mg","","biphasic methylphenidate CR [Biphentin type]"
"00G5W000000MXTvUAO","","","true","true","true","Avodart and generics","","","","BPHDUTA","","tablet","","9901-0217","","","","0.5mg","","dutasteride"
"00G5W000000MXTvUAO","","","true","true","true","Proscar and generics","","","","BPHFINA","","tablet","","9901-0106","","","","5mg","","finasteride"
"00G5W000000MXTxUAO","This approval includes PharmaCare eligible oral formulations of aripiprazole, brexpiprazole, olanzapine and ziprasidone.","","false","false","false","Rexulti","","","","brex","","tablet","","9901-0225","","","<p>This approval includes PharmaCare eligible oral formulations of aripiprazole, brexpiprazole, olanzapine and ziprasidone.</p>","0.25mg, 0.5mg, 1mg, 2mg, 3mg, 4mg","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/brexpiprazole.pdf","brexpiprazole"
"00G5W000000MXTvUAO","This approval also includes Trelegy 100 Ellipta (fluticasone furoate-umeclidinium-vilanterol).","","false","false","false","Breztri","","","","breztri","","","","9901-0340","","","<p><span style=""font-size: 10.5pt; color: rgb(8, 7, 7);"">No PFTS:</span></p><p><span style=""font-size: 10.5pt; color: rgb(8, 7, 7);"">Exceptional approval provided without spirometry/PFTs during COVID-19 impact on non-critical PFTs. Please provide PFT results upon renewal. Thank you.</span></p><p><span style=""font-size: 10.5pt; color: rgb(8, 7, 7);"">-------</span></p><p><span style=""font-size: 10.5pt; color: rgb(8, 7, 7);"">Not Approved:</span></p><p><span style=""font-size: 10.5pt; color: rgb(8, 7, 7);"">Does not meet criteria for PharmaCare coverage based on available information.</span></p><p><span style=""font-size: 10.5pt; color: rgb(8, 7, 7);"">Please complete the specific form and resubmit (if criteria for coverage have been met). Thank you.</span></p><p><a href=""https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf"" target=""_blank"" style=""font-size: 10.5pt; color: rgb(158, 162, 255); background-color: white;"">https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf</a></p>","182mcg/8.2mcg/5.8mcg","","budesonide/glycopyrronium/formoterol"
"00G5W000000MXTxUAO","","","false","false","false","Brivlera and generics","","","","brivaracetam","","tablet","","9901-0306","","<p><span style=""font-size: 14px; color: rgb(23, 43, 77);"">No practitioner exemptions</span></p>","<p>Special Authority requests should include documentation stating which other anti-epileptic drugs have been tried in adequate doses. Two trialed products must be described in the request for coverage in order for coverage to be considered for brivaracetam. Examples of other anti-epileptic drugs include:</p><p>ΓÇó phenytoin (Dilantin┬«)</p><p>ΓÇó levetiracetam (Keppra┬«)</p><p>ΓÇó carbamazepine (Tegretol┬«)</p><p>ΓÇó perampanel (FycompaΓäó)</p><p>ΓÇó gabapentin (Neurontin┬«)</p><p>ΓÇó vigabatrin (Sabril┬«)</p><p>ΓÇó topiramate (Topamax┬«)</p><p>ΓÇó eslicarbazepine acetate (AptiomΓäó)</p><p>ΓÇó lamotrigine (Lamictal┬«)</p><p>ΓÇó valproic acid (Epival┬«)</p>","10mg, 25mg, 50mg, 75mg, 100mg tablets","","brivaracetam"
"00G5W000000MXTvUAO","","","true","true","true","Entocort","","","","budcaps","","capsules","","9901-0171","","","","3mg capsules","","budesonide capsules"
"00G5W000000MXTvUAO","","","false","false","false","Entocort","","","","budenema","","enema","","9901-0201","","","","0.02mg/mL enema","","budesonide enema"
"00G5W000000MiSjUAK","Exceptional coverage provided based on patient specific factors. If renewal is required, please provide details of benefit and tolerability to the medication. Thank you.

If patient has a change in income this may result in a new deductible plan for PharmaCare coverage. When the Special Authority is active, this may present as partial coverage for these non-benefit OAT which would have been previously covered at 100%. Please call the HIBC helpdesk to determine when full coverage can be reinstated. Prescriber information line is 1-866-905-4912 and the Pharmacy information line to HIBC is 1-800-554-0225","","false","true","true","Suboxone Film","","","","BupNalFilm","","","","9901-0374","","","<p><strong>** EXCEPTIONAL PLAN Z FOR OAT</strong></p><p><br></p><p>Also exclude: UI and ____</p><p>Note: ____ = The <strong>active</strong> deductible associated plan (e.g., IA, I2, JK, etc.) - see which one under &quot;Value&quot; in the &quot;Patient Benefits&quot; column</p><p><br></p><p>Example for Excluded Plans</p><p>D, S, P, UI, I2</p><p><br></p><p>** Note, check SA PNP to see which plans were excluded. On Salesforce, it the &quot;submitted payload&quot; will default to D, S, P (and not include UI and ___).</p>","2/0.5mg, 4/1mg, 8/2mg, 12/3mg","","buprenorphine/naloxone film (exceptional)"
"00G5W000000MXTxUAO","","","false","false","false","Sublocade","","","","bupre inj","","injection","","9901-0336","","","","100 mg/0.5 mL, 300 mg/1.5 mL","","buprenorphine injection"
"00G5W000000MiSjUAK","","","false","false","false","Butrans","","","","buprenorphine_patches","","patch","","2341174","","","This medication is not eligible for PharmaCare coverage.","5, 10, 15, 20 mcg patch","","buprenorphine patch"
"00G5W000000MiSjUAK","","","false","false","false","Suboxone Sublingual Tablets","","","","buprenorphine-naloxone_8mg2mg_LCAexcep","","","","9901-0431","","","<p><strong>** This is for requests for Suboxone </strong><strong>(LCA) </strong><strong>type buprenorphine/naloxone (8-2mg, 2-0.5mg) sublingual tablets.</strong></p>

<p>┬á</p>

<p>Plan Z - Exceptional</p>","8-2mg, 2-0.5mg sublingual tablets","","Buprenorphine/Naloxone (8-2mg, 2-0.5mg) SL tablets (LCA, exceptional)"
"00G5W000000MXTxUAO","This approval includes PharmaCare eligible formulations of bupropion SR 100 and 150mg, as well as bupropion XL 150mg and 300mg. Please note, Zyban 150mg type bupropion is not eligible for indefinite approval. Thank you.","Patient validated with EMPI
Prescriber validated with PNET
Diagnosis not equal to &quot;Other&quot;","true","true","true","Wellbutrin-type and generics","","","","bupropiondepression","","tablet","","9901-0065","","","","100mg & 150mg SR, 150mg & 300mg XL","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/bupropion.pdf","bupropion"
"00G5W000000MiSiUAK","","","false","false","false","Stadol","","","","butorphanol","","","","2242504","","","","10 mg / mL","","butorphanol"
"00G5W000000MiSiUAK","","","false","false","false","Dostinex","","","","cabergoline","","tablet","","9901-0206","","","","0.5 mg","","cabergoline"
"00G5W000000MXTxUAO","","","false","false","false","Xarelto","","","","cad","","tablet","","9901-0334","","","","2.5 mg","","rivaroxaban 2.5 mg"
"00G5W000000MXTvUAO","","","false","false","false","Atacand","","","","candesartan4mg","","tablet","","9901-0202","","","<span style=""font-size: 11pt;""><span style=""""><span style=""font-family: Calibri,sans-serif;""><strong><span style="""">Candesartan 4mg- Not Approved</span></strong></span></span></span><br><span style=""font-size: 11pt;""><span style=""""><span style=""font-family: Calibri,sans-serif;""><span style="""">This strength of candesartan is not eligible for PharmaCare coverage. </span></span></span></span><br><span style=""font-size: 11pt;""><span style=""""><span style=""font-family: Calibri,sans-serif;""><strong><span style="""">Candesartan 8,16,32mg (8mg can be split in half)- <span style=""color: red;"">Approved/ Currently Approved xxxx/xx/xx - indefinite</span></span></strong></span></span></span><br><span style=""font-size: 11pt;""><span style=""""><span style=""font-family: Calibri,sans-serif;""><span style="""">Approved for full eligible coverage of reference ARBs: candesartan, losartan, telmisartan and valsartan, and, as of December 1, 2016, will receive partial coverage of the non-reference ARBs: eprosartan, irbesartan, and olmesartan.</span></span></span></span><br>┬á","4 mg","","_candesartan (4 mg) exceptional"
"00G5W000000MXTvUAO","","","true","true","true","Coreg and generics","","","","carv","","tablet","","9901-0004","","","","3.125mg, 6.25mg, 12.5mg, 25mg","","carvedilol"
"00G5W000000MXTvUAO","","","false","false","false","Renedil/Plendil","","","","CCBfelo","","tablet","","0024-0200","","","This approval includes: felodipine 2.5, 5 &amp; 10 mg and nifedipine XL 20, 30, &amp; 60mg.","2.5mg, 5mg, 10mg","","felodipine"
"00G5W000000MXTvUAO","This approval includes PharmaCare eligible formulations of felodipine 2.5, 5, 10 mg and nifedipine XL 20, 30, and 60mg. Thank you.","","false","false","false","Adalat XL and generics","","","","CCBnife","","tablet","","0024-0020","","","","20, 30, 60 mg","","nifedipine XL"
"00G5W000000MXTvUAO","Approval includes full coverage of non-reference NSAIDS (diclofenac regular release, diclofenac SR, naproxen EC), celecoxib and meloxicam.  Thank you.","","true","true","true","Celebrex and generics","","","","celecox","","tablet","","0041-0070","","","<p><strong><u>Please note,  coverage is provided if they meet either of the following criteria: </u></strong></p><p><br></p><p>Diagnosis of rheumatoid arthritis, psoriatic arthritis, ankylosing spondylitis, gout, or lupus.</p><p><strong><u>OR</u></strong></p><p>had treatment failure on optimal dosages of or intolerance to, BOTH ibuprofen and naproxen.</p><p><br></p><p><br></p>","100mg, 200mg","","celecoxib"
"00G5W000000MXTiUAO","Approved certolizumab _ mg every _ days.","","false","true","true","Cimzia","","","","certo","","","","9901-0126","","","<p><span style=""font-family: Calibri, sans-serif; font-size: 11pt;"">Approved certolizumab 400 mg at 0, 2 and 4 weeks for new treatment starts.</span></p><p><br></p><p><span style=""font-family: Calibri, sans-serif; font-size: 11pt;"">Approved for 200 mg every 14 days, or 400 mg every 28 days for patients on maintenance dosing after completion of induction doses.┬á</span></p><p><br></p><p><span style=""font-family: Calibri, sans-serif; font-size: 11pt;"">Please note that claims will be monitored and subject to review.┬áFor changes in dosage regimens, please submit renewal application for review by Committee.┬áThank you.</span></p>","200mg/mL","","certolizumab"
"00G5W000000MiSiUAK","","","false","false","false","Reactine","","","","cetirizine","","tablet","","9901-0309","","","","20 mg","","cetirizine"
"00G4m000000hit0EAA","","","false","true","true","Qulipta","","","","cgrpatog","","","","9901-0475","","","","10 mg, 30 mg, 60 mg","","atogepant"
"00G4m000000hit0EAA","","","false","false","false","Vyepti","","","","cgrpepti","","","","9901-0452","","","","100mg/mL, 300 mg/3 mL","","eptinezumab"
"00G4m000000hit0EAA","Approved for a maximum of 225 mg of fremanezumab once monthly or 675 mg every 3 months.","","false","true","true","Ajovy","https://cadth.ca/sites/default/files/cdr/complete/SR0641%20Ajovy%20-%20CDEC%20Final%20Recommendation%20April%201%2C%202021_For%20Posting.pdf","","","cgrpfrem","","","https://health-products.canada.ca/dpd-bdpp/info.do?lang=en&code=98765","","Requests for fremanezumab must be submitted on the correct form. Form can be found here: https://www2.gov.bc.ca/assets/gov/health/forms/5822fil.pdf","","<p><strong>We can accept: </strong></p>

<p><span style=""color: #172b4d; font-size: 14px;"">amitriptyline 10 mg qd</span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">atenolol 100 mg qd </span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">candesartan 16 mg qd </span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">divalproex sodium 500 mg qd</span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">doxepin 25 mg qd </span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">duloxetine 30 mg qd </span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">flunarizine 10 mg qd </span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">gabapentin 1200 mg qd</span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">lisinopril 20 mg qd </span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">lithium 900 mg qd </span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">methysergide 6 mg qd </span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">metoprolol 100 mg qd</span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">nadolol 80 mg qd </span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">nortriptyline 20 mg qd</span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">pizotifen 1 mg qd </span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">propranolol 80 mg qd</span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">timolol 20 mg qd </span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">topiramate 100 mg/day</span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">valproic acid 500 mg qd</span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">venlafaxine 150 mg qd </span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">verapamil 240 mg qd</span></p>

<p><span style=""color: #172b4d; font-size: 14px;""> </span></p>

<p><strong>DO NOT accept:</strong><span style=""color: #172b4d; font-size: 14px;""> </span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">Any SSRI</span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">ANY Injectable prophylactics (Botox, galcanezumab (Emgality), erenumab (Aimovig), fremanezumab (Ajovy))</span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">carbamazepine/oxcarbazepine</span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">clonidine</span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">desvenlafaxine (no trials)</span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">nifedipine</span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">Other TCA&#39;s-imipramine/trimipramine/clomipramine</span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">Other B-blockers - acebutolol/bisoprolol/pindolol</span></p>

<p><span style=""color: #172b4d; font-size: 14px;"">tizanidine</span></p>","150 mg/ml","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/fremanezumab.pdf","fremanezumab"
"00G4m000000hit0EAA","","","false","true","true","Emgality","","","","cgrpgalc","","","","","","","","120 mg/mL","","galcanezumab"
"00G5W000000MXTvUAO","","","false","false","false","Leukeran","","","","chlorambucil","","","","9901-0214","","Rheumatologists","","2mg","","chlorambucil"
"00G5W000000MXTvUAO","","","false","false","false","generic of Aralen","","","","chloroquine","","tablet","","9901-0215","","Rheumatologists","","250mg","","chloroquine"
"00G5W000000MiSjUAK","Exceptional coverage. If renewal is required please provide specific details demonstrating benefit and tolerability, with details of objective (eg. Current Ca and PTH level) as well as subjective improvement and current prescribed dose.","","false","false","false","Sensipar","","","","cinacalcet","","tablet","https://pdf.hres.ca/dpd_pm/00053588.PDF","9901-0273","","","","30, 60, 90 mg","","cinacalcet"
"00G5W000000MXTxUAO","","","false","false","false","Ciloxan and generics","","","","ciproophthcipr","","eyedrops","","9901-0137","","Opthalmologists","","0.3% ophthalmic drops/ointment","","ciprofloxacin"
"00G5W000000MXTwUAO","Exceptional coverage provided due to patient specific factors. If renewal is required, please provide details of benefit and tolerability and copy of SAP authorization.","","false","false","false","Apo-Cisapride","","","","cisapride","","","","9901-0223","","","","10 mg","","cisapride (SAP)"
"00G5W000000MXTpUAO","Approved for 1 course, 6 month pick up window.","","false","true","true","Mavenclad","","","","cladribine","","tablet","https://pdf.hres.ca/dpd_pm/00063165.PDF","9901-0391","","","","10mg","","cladribine"
"00G5W000000MXTxUAO","","","false","false","false","Frisium and generics","","","","clobazam","","tablet","","9901-0071","","","","10mg","","clobazam"
"00G5W000000MXTxUAO","","","true","true","true","Codeine Contin","","","","codeine","","tablet","","9901-0035","","","","50mg, 100mg, 150mg, 200mg","","codeine SR"
"00G5W000000MXTxUAO","","","false","true","true","compounded methadone 10 mg/mL OAT","","","","compoundedMethadone10mgpermLOAT","","compounded liquid","","9901-0325","","","<p><strong>** EXCEPTIONAL PLAN Z FOR OAT</strong></p>

<p>┬á</p>

<p>Also exclude: UI and ____</p>

<p>Note: ____ = The┬á<strong>active</strong>┬ádeductible associated plan (e.g., IA, I2, JK, etc.) - see which one under &quot;Value&quot; in the &quot;Patient Benefits&quot; column</p>

<p>┬á</p>

<p>Example for Excluded Plans</p>

<p>D, S, P, UI, I2</p>

<p>┬á</p>

<p>** Note, check SA PNP to see which plans were excluded. On Salesforce, it the &quot;submitted payload&quot; will default to D, S, P (and not include UI and ___).</p>","10 mg/mL","","compounded methadone 10 mg/mL OAT"
"00G5W000000MXTjUAO","","","false","false","false","","","","","compoundrequest","","","","999999","","","","","","Compound Coverage Request"
"00G5W000000MiSiUAK","","","false","false","false","Copaxone","","","","copaxone","","","","9901-0117","","","<p>Exceptional</p>","20 mg / mL","","glatiramer acetate (Copaxone type)"
"00G5W000000MXTvUAO","","","false","false","false","Tudorza Genuair","","","","COPDaclid","","inhaler","","9901-0164","","Respirologists","<p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Not Approved:</span></p><p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Does not meet criteria for PharmaCare coverage based on available information.</span></p><p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Please complete the specific form and resubmit (if criteria for coverage have been met). Thank you.</span></p><p><a href=""https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf"" target=""_blank"" style=""background-color: white; font-size: 10.5pt; color: rgb(158, 162, 255);"">https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf</a></p>","400mcg","","aclidinium"
"00G5W000000MXTvUAO","","","false","false","false","Duaklir Genuair","","","","COPDaclidform","","inhaler","","9901-0342","","Respirologists","<p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Not Approved:</span></p><p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Does not meet criteria for PharmaCare coverage based on available information.</span></p><p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Please complete the specific form and resubmit (if criteria for coverage have been met). Thank you.</span></p><p><a href=""https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf"" target=""_blank"" style=""background-color: white; font-size: 10.5pt; color: rgb(158, 162, 255);"">https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf</a></p>","400mcg/12mcg","","aclidinium/formoterol"
"00G5W000000MXTvUAO","","","false","false","false","Advair and generics","","","","COPDflutsalm","","Inhaler","","9901-0063","","Respirologists","<p><span style=""background-color: white; color: #080707; font-size: 10.5pt;"">Not Approved:</span></p>

<p><span style=""background-color: white; color: #080707; font-size: 10.5pt;"">Does not meet criteria for PharmaCare coverage based on available information.</span></p>

<p><span style=""background-color: white; color: #080707; font-size: 10.5pt;"">Please complete the specific form and resubmit (if criteria for coverage have been met). Thank you.</span></p>

<p><a href=""https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf"" style=""background-color: white; font-size: 10.5pt; color: rgb(158, 162, 255);"" target=""_blank"">https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf</a><br><br>Note: Spiriva Respimat and Incruse Ellipta are now regular PharmaCare benefits; no Special Authority required. Thank you.┬á</p>","100/50mcg, 250/50mcg, 500/50mcg diskus & 125/25mcg, 250/25mcg MDI","","fluticasone/salmeterol for COPD"
"00G5W000000MXTvUAO","This approval also includes Breztri Inhaler (budesonide/glycopyrronium/formoterol).","","false","false","false","Trelegy Ellipta","","","","COPDflutumecvila","","Inhaler","","9901-0340","","Respirologists","<p><span style=""font-size: 16px; color: rgb(8, 7, 7); background-color: white;"">No PFTS:</span></p><p><span style=""font-size: 16px;"">Exceptional approval provided without spirometry/PFTs. Please provide PFT results upon renewal. Thank you. (int)</span></p><p><span style=""font-size: 10.5pt; color: rgb(8, 7, 7); background-color: white;"">-------</span></p><p><span style=""font-size: 16px; color: rgb(8, 7, 7); background-color: white;"">Not Approved:</span></p><p><span style=""font-size: 16px; color: rgb(8, 7, 7); background-color: white;"">Does not meet criteria for PharmaCare coverage based on available information.</span></p><p><span style=""font-size: 16px; color: rgb(8, 7, 7); background-color: white;"">Please complete the specific form and resubmit (if criteria for coverage have been met). Thank you.</span></p><p><a href=""https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf"" target=""_blank"" style=""color: rgb(158, 162, 255); font-size: 16px; background-color: white;"">https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf</a></p><p><br></p><p>┬á</p>","100/62.5/25mcg","","fluticasone/umeclidinium/vilanterol"
"00G5W000000MXTvUAO","","","false","false","false","Breo Ellipta","","","","COPDflutvila","","Inhaler","","9901-0063","","Respirologists","<p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Not Approved:</span></p><p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Does not meet criteria for PharmaCare coverage based on available information.</span></p><p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Please complete the specific form and resubmit (if criteria for coverage have been met). Thank you.</span></p><p><a href=""https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf"" target=""_blank"" style=""background-color: white; font-size: 10.5pt; color: rgb(158, 162, 255);"">https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf</a></p>","100mcg/25mcg","","fluticasone/vilanterol COPD"
"00G5W000000MXTvUAO","","","false","false","false","Seebri Breezhaler","","","","COPDglyc","","Inhaler","","9901-0164","","Respirologists","<p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Not Approved:</span></p><p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Does not meet criteria for PharmaCare coverage based on available information.</span></p><p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Please complete the specific form and resubmit (if criteria for coverage have been met). Thank you.</span></p><p><a href=""https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf"" target=""_blank"" style=""background-color: white; font-size: 10.5pt; color: rgb(158, 162, 255);"">https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf</a></p>","50mcg","","glycopyrronium"
